task_uid,assigned_resource_ids,task_start,task_end,resource_intervals,planned_task_start,planned_task_end
WO126536-10,[196],19213.0,19303.0,"[[[19213.0,19303.0]]]",2024-09-10 08:13:00,2024-09-10 09:43:00
WO126540-10,[38],2094.0,2334.0,"[[[2094.0,2334.0]]]",2024-08-29 10:54:00,2024-08-29 14:54:00
WO126541-10,[38],480.0,618.0,"[[[480.0,618.0]]]",2024-08-28 08:00:00,2024-08-28 10:18:00
WO126542-10,[159],3270.0,3420.0,"[[[3270.0,3420.0]]]",2024-08-30 06:30:00,2024-08-30 09:00:00
WO126544-10,[150],3296.0,3416.0,"[[[3296.0,3416.0]]]",2024-08-30 06:56:00,2024-08-30 08:56:00
WO126554-10,[106],18075.0,18105.0,"[[[18075.0,18105.0]]]",2024-09-09 13:15:00,2024-09-09 13:45:00
WO126565-10,[106],12353.0,12383.0,"[[[12353.0,12383.0]]]",2024-09-05 13:53:00,2024-09-05 14:23:00
WO126566-10,[106],12383.0,12413.0,"[[[12383.0,12413.0]]]",2024-09-05 14:23:00,2024-09-05 14:53:00
WO126568-10,[244],91110.0,94140.0,"[[[91110.0,91635.0],[92550.0,93075.0],[93990.0,94140.0]]]",2024-10-30 06:30:00,2024-11-01 09:00:00
WO126571-10,[173],89730.0,89760.0,"[[[89730.0,89760.0]]]",2024-10-29 07:30:00,2024-10-29 08:00:00
WO126572-10,[173],7745.0,7775.0,"[[[7745.0,7775.0]]]",2024-09-02 09:05:00,2024-09-02 09:35:00
WO126573-10,[244],12299.53,12392.53,"[[[12299.53,12392.53]]]",2024-09-05 12:59:31.8,2024-09-05 14:32:31.8
WO126574-10,[173],7870.0,7960.0,"[[[7870.0,7960.0]]]",2024-09-02 11:10:00,2024-09-02 12:40:00
WO126575-10,[173],7665.0,7745.0,"[[[7665.0,7745.0]]]",2024-09-02 07:45:00,2024-09-02 09:05:00
WO126577-10,[19],7683.0,7882.0,"[[[7683.0,7882.0]]]",2024-09-02 08:03:00,2024-09-02 11:22:00
WO126581-10,[244],83910.0,89730.0,"[[[83910.0,84225.0],[88230.0,88755.0],[89670.0,89730.0]]]",2024-10-25 06:30:00,2024-10-29 07:30:00
WO126585-20,[186],12105.0,12260.53,"[[[12105.0,12260.53]]]",2024-09-05 09:45:00,2024-09-05 12:20:31.8
WO126585-30,[271],12260.53,12299.53,"[[[12260.53,12299.53]]]",2024-09-05 12:20:31.8,2024-09-05 12:59:31.8
WO126593-10,[173],7605.0,7665.0,"[[[7605.0,7665.0]]]",2024-09-02 06:45:00,2024-09-02 07:45:00
WO126600-20,[26],3278.0,3308.0,"[[[3278.0,3308.0]]]",2024-08-30 06:38:00,2024-08-30 07:08:00
WO126607-10,[101],9030.0,9060.0,"[[[9030.0,9060.0]]]",2024-09-03 06:30:00,2024-09-03 07:00:00
WO126608-10,[173],7960.0,7990.0,"[[[7960.0,7990.0]]]",2024-09-02 12:40:00,2024-09-02 13:10:00
WO126609-10,[30],735.0,860.0,"[[[735.0,860.0]]]",2024-08-28 12:15:00,2024-08-28 14:20:00
WO126609-20,[93],7590.0,7630.0,"[[[7590.0,7630.0]]]",2024-09-02 06:30:00,2024-09-02 07:10:00
WO126612-10,[262],693.0,823.0,"[[[693.0,823.0]]]",2024-08-28 11:33:00,2024-08-28 13:43:00
WO126612-20,[93],3521.25,3551.25,"[[[3521.25,3551.25]]]",2024-08-30 10:41:15,2024-08-30 11:11:15
WO126621-10,[244],79590.0,82620.0,"[[[79590.0,80115.0],[81030.0,81555.0],[82470.0,82620.0]]]",2024-10-22 06:30:00,2024-10-24 09:00:00
WO126625-10,[173],32521.0,32551.0,"[[[32521.0,32551.0]]]",2024-09-19 14:01:00,2024-09-19 14:31:00
WO126626-10,[244],70950.0,78231.0,"[[[70950.0,71265.0],[72390.0,72705.0],[73830.0,74019.0],[78150.0,78231.0]]]",2024-10-16 06:30:00,2024-10-21 07:51:00
WO126627-10,[101],20950.0,21010.0,"[[[20950.0,21010.0]]]",2024-09-11 13:10:00,2024-09-11 14:10:00
WO126628-10,[19],49626.0,49806.0,"[[[49626.0,49806.0]]]",2024-10-01 11:06:00,2024-10-01 14:06:00
WO126629-10,[244],2306.0,2336.0,"[[[2306.0,2336.0]]]",2024-08-29 14:26:00,2024-08-29 14:56:00
WO126631-10,[173],3540.0,3570.0,"[[[3540.0,3570.0]]]",2024-08-30 11:00:00,2024-08-30 11:30:00
WO126635-10,[173],3570.0,7605.0,"[[[3570.0,3585.0],[7590.0,7605.0]]]",2024-08-30 11:30:00,2024-09-02 06:45:00
WO126643-10,[103],23430.0,28035.0,"[[[23430.0,23745.0],[27750.0,28035.0]]]",2024-09-13 06:30:00,2024-09-16 11:15:00
WO126643-20,[70],28035.0,28235.0,"[[[28035.0,28235.0]]]",2024-09-16 11:15:00,2024-09-16 14:35:00
WO126643-30,[78],32321.0,32521.0,"[[[32321.0,32521.0]]]",2024-09-19 10:41:00,2024-09-19 14:01:00
WO126644-10,[62],19141.0,19741.0,"[[[19141.0,19741.0]]]",2024-09-10 07:01:00,2024-09-10 17:01:00
WO126644-20,[186],20550.0,20750.0,"[[[20550.0,20750.0]]]",2024-09-11 06:30:00,2024-09-11 09:50:00
WO126644-30,[79],20750.0,20950.0,"[[[20750.0,20950.0]]]",2024-09-11 09:50:00,2024-09-11 13:10:00
WO126649-10,[59],719.88,899.88,"[[[719.88,899.88]]]",2024-08-28 11:59:52.8,2024-08-28 14:59:52.8
WO126650-20,[70],9468.0,9528.0,"[[[9468.0,9528.0]]]",2024-09-03 13:48:00,2024-09-03 14:48:00
WO126651-20,[67],9475.0,9535.0,"[[[9475.0,9535.0]]]",2024-09-03 13:55:00,2024-09-03 14:55:00
WO126656-20,[65],8040.0,8100.0,"[[[8040.0,8100.0]]]",2024-09-02 14:00:00,2024-09-02 15:00:00
WO126658-10,[79],902.61,1847.61,"[[[902.61,915.0],[1830.0,1847.61]]]",2024-08-28 15:02:36.6,2024-08-29 06:47:36.6
WO126662-10,[106],12323.0,12353.0,"[[[12323.0,12353.0]]]",2024-09-05 13:23:00,2024-09-05 13:53:00
WO126662-20,[186],12353.0,12383.0,"[[[12353.0,12383.0]]]",2024-09-05 13:53:00,2024-09-05 14:23:00
WO126665-20,[79],689.88,719.88,"[[[689.88,719.88]]]",2024-08-28 11:29:52.8,2024-08-28 11:59:52.8
WO126685-10,[107],10859.0,10963.0,"[[[10859.0,10963.0]]]",2024-09-04 12:59:00,2024-09-04 14:43:00
WO126698-10,[244],354630.0,392368.0,"[[[354630.0,355155.0],[356070.0,356385.0],[360390.0,360915.0],[361830.0,362355.0],[363270.0,363795.0],[364710.0,365235.0],[366150.0,366465.0],[370470.0,370995.0],[371910.0,372435.0],[373350.0,373875.0],[374790.0,375315.0],[376230.0,376545.0],[380550.0,381075.0],[381990.0,382515.0],[383430.0,383955.0],[384870.0,385395.0],[386310.0,386625.0],[390630.0,391155.0],[392070.0,392368.0]]]",2025-05-01 06:30:00,2025-05-27 11:28:00
WO126699-10,[36],343110.0,353477.0,"[[[343110.0,343635.0],[344550.0,345075.0],[345990.0,346305.0],[350310.0,350835.0],[351750.0,352275.0],[353190.0,353477.0]]]",2025-04-23 06:30:00,2025-04-30 11:17:00
WO126702-10,[24],29820.0,48547.0,"[[[29820.0,30540.0],[31260.0,31980.0],[32700.0,33420.0],[34140.0,34860.0],[38460.0,39180.0],[39900.0,40620.0],[41340.0,42060.0],[42780.0,43500.0],[44220.0,44940.0],[48540.0,48547.0]]]",2024-09-17 17:00:00,2024-09-30 17:07:00
WO126702-20,[183],49350.0,51080.0,"[[[49350.0,49995.0],[50790.0,51080.0]]]",2024-10-01 06:30:00,2024-10-02 11:20:00
WO126705-10,[183],4710.0,10791.0,"[[[4710.0,5355.0],[7590.0,8235.0],[9030.0,9675.0],[10470.0,10791.0]]]",2024-08-31 06:30:00,2024-09-04 11:51:00
WO126705-20,[114],10791.0,10821.0,"[[[10791.0,10821.0]]]",2024-09-04 11:51:00,2024-09-04 12:21:00
WO126705-30,[114],11085.0,11115.0,"[[[11085.0,11115.0]]]",2024-09-04 16:45:00,2024-09-04 17:15:00
WO126705-40,[73],11910.0,12810.0,"[[[11910.0,12810.0]]]",2024-09-05 06:30:00,2024-09-05 21:30:00
WO126706-30,[161],28686.0,29001.0,"[[[28686.0,29001.0]]]",2024-09-16 22:06:00,2024-09-17 03:21:00
WO126714-10,[73],2496.0,2526.0,"[[[2496.0,2526.0]]]",2024-08-29 17:36:00,2024-08-29 18:06:00
WO126780-10,[270],23430.0,23630.0,"[[[23430.0,23630.0]]]",2024-09-13 06:30:00,2024-09-13 09:50:00
WO126781-10,[173],22349.72,22469.06,"[[[22349.72,22469.06]]]",2024-09-12 12:29:43.2,2024-09-12 14:29:03.6
WO126785-10,[270],22119.77,22319.77,"[[[22119.77,22319.77]]]",2024-09-12 08:39:46.2,2024-09-12 11:59:46.2
WO126788-10,[173],42441.73,42471.66,"[[[42441.73,42471.66]]]",2024-09-26 11:21:43.8,2024-09-26 11:51:39.6
WO126789-10,[173],21040.0,21070.0,"[[[21040.0,21070.0]]]",2024-09-11 14:40:00,2024-09-11 15:10:00
WO126790-10,[101],42454.0,42484.0,"[[[42454.0,42484.0]]]",2024-09-26 11:34:00,2024-09-26 12:04:00
WO126792-10,[173],22076.94,22106.94,"[[[22076.94,22106.94]]]",2024-09-12 07:56:56.4,2024-09-12 08:26:56.4
WO126793-10,[19],284180.0,284513.0,"[[[284180.0,284513.0]]]",2025-03-13 08:20:00,2025-03-13 13:53:00
WO126793-20,[161],284700.0,286332.0,"[[[284700.0,285420.0],[286140.0,286332.0]]]",2025-03-13 17:00:00,2025-03-14 20:12:00
WO126793-30,[93],289830.0,289860.0,"[[[289830.0,289860.0]]]",2025-03-17 06:30:00,2025-03-17 07:00:00
WO126794-10,[244],134540.0,134621.0,"[[[134540.0,134621.0]]]",2024-11-29 10:20:00,2024-11-29 11:41:00
WO126795-10,[173],22047.0,22076.94,"[[[22047.0,22076.94]]]",2024-09-12 07:27:00,2024-09-12 07:56:56.4
WO126796-10,[173],22136.94,22166.94,"[[[22136.94,22166.94]]]",2024-09-12 08:56:56.4,2024-09-12 09:26:56.4
WO126797-10,[19],49836.0,49866.0,"[[[49836.0,49866.0]]]",2024-10-01 14:36:00,2024-10-01 15:06:00
WO126800-10,[173],22106.94,22136.94,"[[[22106.94,22136.94]]]",2024-09-12 08:26:56.4,2024-09-12 08:56:56.4
WO126801-10,[101],22223.0,22253.0,"[[[22223.0,22253.0]]]",2024-09-12 10:23:00,2024-09-12 10:53:00
WO126803-10,[173],21070.0,22015.0,"[[[21070.0,21075.0],[21990.0,22015.0]]]",2024-09-11 15:10:00,2024-09-12 06:55:00
WO126807-10,[101],22253.0,22283.0,"[[[22253.0,22283.0]]]",2024-09-12 10:53:00,2024-09-12 11:23:00
WO126831-10,[101],20879.78,20909.78,"[[[20879.78,20909.78]]]",2024-09-11 11:59:46.8,2024-09-11 12:29:46.8
WO126856-20,[187],19500.0,19590.0,"[[[19500.0,19590.0]]]",2024-09-10 13:00:00,2024-09-10 14:30:00
WO126858-10,[173],42411.73,42441.73,"[[[42411.73,42441.73]]]",2024-09-26 10:51:43.8,2024-09-26 11:21:43.8
WO126869-10,[173],21010.0,21040.0,"[[[21010.0,21040.0]]]",2024-09-11 14:10:00,2024-09-11 14:40:00
WO126870-10,[270],22005.0,22119.77,"[[[22005.0,22119.77]]]",2024-09-12 06:45:00,2024-09-12 08:39:46.2
WO126871-10,[101],20909.78,20939.78,"[[[20909.78,20939.78]]]",2024-09-11 12:29:46.8,2024-09-11 12:59:46.8
WO126874-10,[114],4190.0,4220.0,"[[[4190.0,4220.0]]]",2024-08-30 21:50:00,2024-08-30 22:20:00
WO126874-20,[114],4220.0,4250.0,"[[[4220.0,4250.0]]]",2024-08-30 22:20:00,2024-08-30 22:50:00
WO126874-30,[98],42381.73,42411.73,"[[[42381.73,42411.73]]]",2024-09-26 10:21:43.8,2024-09-26 10:51:43.8
WO126953-10,[173],7990.0,8020.0,"[[[7990.0,8020.0]]]",2024-09-02 13:10:00,2024-09-02 13:40:00
WO126954-10,[159],510.0,540.0,"[[[510.0,540.0]]]",2024-08-28 08:30:00,2024-08-28 09:00:00
WO126956-10,[150],3416.0,3536.0,"[[[3416.0,3536.0]]]",2024-08-30 08:56:00,2024-08-30 10:56:00
WO127082-10,[23],30630.0,39695.0,"[[[30630.0,31155.0],[32070.0,32595.0],[33510.0,33825.0],[37830.0,38355.0],[39270.0,39695.0]]]",2024-09-18 06:30:00,2024-09-24 13:35:00
WO127085-10,[147],689.88,10792.88,"[[[689.88,915.0],[1830.0,2355.0],[3270.0,3585.0],[7590.0,8115.0],[9030.0,9555.0],[10470.0,10792.88]]]",2024-08-28 11:29:52.8,2024-09-04 11:52:52.8
WO127086-10,[150],23430.0,29508.0,"[[[23430.0,23745.0],[27750.0,28275.0],[29190.0,29508.0]]]",2024-09-13 06:30:00,2024-09-17 11:48:00
WO127092-20,[15],2168.0,2198.0,"[[[2168.0,2198.0]]]",2024-08-29 12:08:00,2024-08-29 12:38:00
WO127095-20,[15],2108.0,2138.0,"[[[2108.0,2138.0]]]",2024-08-29 11:08:00,2024-08-29 11:38:00
WO127096-20,[15],2138.0,2168.0,"[[[2138.0,2168.0]]]",2024-08-29 11:38:00,2024-08-29 12:08:00
WO127103-20,[65],2285.0,2315.0,"[[[2285.0,2315.0]]]",2024-08-29 14:05:00,2024-08-29 14:35:00
WO127118-20,[79],660.0,689.88,"[[[660.0,689.88]]]",2024-08-28 11:00:00,2024-08-28 11:29:52.8
WO127189-10,[36],580.0,23506.0,"[[[580.0,915.0],[7590.0,8115.0],[9030.0,9555.0],[10470.0,10995.0],[11910.0,12435.0],[13350.0,13665.0],[17670.0,18195.0],[19110.0,19635.0],[20550.0,21075.0],[21990.0,22515.0],[23430.0,23506.0]]]",2024-08-28 09:40:00,2024-09-13 07:46:00
WO127297-10,[100],163110.0,229622.0,"[[[163110.0,163635.0],[164550.0,164865.0],[168870.0,168875.0],[170310.0,170315.0],[171750.0,171755.0],[173190.0,173195.0],[174630.0,174633.0],[178950.0,179212.0],[180390.0,180652.0],[181830.0,182092.0],[183270.0,183532.0],[184710.0,184867.0],[189030.0,189555.0],[190470.0,190995.0],[191910.0,192435.0],[193350.0,193875.0],[194790.0,195105.0],[199110.0,199635.0],[200550.0,201075.0],[201990.0,202515.0],[203430.0,203955.0],[204870.0,205185.0],[209190.0,209715.0],[210630.0,211155.0],[212070.0,212595.0],[213510.0,214035.0],[214950.0,215265.0],[219270.0,219795.0],[220710.0,221235.0],[222150.0,222675.0],[223590.0,224115.0],[225030.0,225345.0],[229350.0,229622.0]]]",2024-12-19 06:30:00,2025-02-03 11:02:00
WO127298-10,[100],111270.0,162095.0,"[[[111270.0,111795.0],[112710.0,113235.0],[114150.0,114465.0],[118470.0,118995.0],[119910.0,120435.0],[121350.0,121875.0],[122790.0,123315.0],[124230.0,124545.0],[128550.0,129075.0],[129990.0,130515.0],[131430.0,131955.0],[132870.0,133395.0],[134310.0,134625.0],[138630.0,139155.0],[140070.0,140595.0],[141510.0,142035.0],[142950.0,143475.0],[144390.0,144705.0],[148710.0,149235.0],[150150.0,150675.0],[151590.0,152115.0],[153030.0,153555.0],[154470.0,154785.0],[158790.0,159315.0],[160230.0,160755.0],[161670.0,162095.0]]]",2024-11-13 06:30:00,2024-12-18 13:35:00
WO127300-10,[103],29190.0,30757.0,"[[[29190.0,29715.0],[30630.0,30757.0]]]",2024-09-17 06:30:00,2024-09-18 08:37:00
WO127300-20,[244],38025.0,38055.0,"[[[38025.0,38055.0]]]",2024-09-23 09:45:00,2024-09-23 10:15:00
WO127303-10,[106],19495.0,20830.0,"[[[19495.0,19635.0],[20550.0,20830.0]]]",2024-09-10 12:55:00,2024-09-11 11:10:00
WO127304-10,[244],3480.0,3550.0,"[[[3480.0,3550.0]]]",2024-08-30 10:00:00,2024-08-30 11:10:00
WO127305-10,[244],13350.0,17717.0,"[[[13350.0,13665.0],[17670.0,17717.0]]]",2024-09-06 06:30:00,2024-09-09 07:17:00
WO127306-10,[19],2313.0,2343.0,"[[[2313.0,2343.0]]]",2024-08-29 14:33:00,2024-08-29 15:03:00
WO127307-10,[128],920.0,960.0,"[[[920.0,960.0]]]",2024-08-28 15:20:00,2024-08-28 16:00:00
WO127308-10,[173],27750.0,27810.0,"[[[27750.0,27810.0]]]",2024-09-16 06:30:00,2024-09-16 07:30:00
WO127310-10,[196],29190.0,30760.0,"[[[29190.0,29715.0],[30630.0,30760.0]]]",2024-09-17 06:30:00,2024-09-18 08:40:00
WO127310-20,[244],38055.0,38085.0,"[[[38055.0,38085.0]]]",2024-09-23 10:15:00,2024-09-23 10:45:00
WO127311-10,[101],39270.0,39560.0,"[[[39270.0,39560.0]]]",2024-09-24 06:30:00,2024-09-24 11:20:00
WO127312-10,[19],7882.0,7942.0,"[[[7882.0,7942.0]]]",2024-09-02 11:22:00,2024-09-02 12:22:00
WO127313-10,[244],3550.0,3580.0,"[[[3550.0,3580.0]]]",2024-08-30 11:10:00,2024-08-30 11:40:00
WO127314-10,[106],27890.0,29675.0,"[[[27890.0,28275.0],[29190.0,29675.0]]]",2024-09-16 08:50:00,2024-09-17 14:35:00
WO127314-20,[271],37830.0,38338.0,"[[[37830.0,38338.0]]]",2024-09-23 06:30:00,2024-09-23 14:58:00
WO127327-10,[271],2168.0,2288.0,"[[[2168.0,2288.0]]]",2024-08-29 12:08:00,2024-08-29 14:08:00
WO127336-10,[62],24935.0,25355.0,"[[[24935.0,25355.0]]]",2024-09-14 07:35:00,2024-09-14 14:35:00
WO127337-10,[196],19495.0,19555.0,"[[[19495.0,19555.0]]]",2024-09-10 12:55:00,2024-09-10 13:55:00
WO127338-10,[38],19465.0,19525.0,"[[[19465.0,19525.0]]]",2024-09-10 12:25:00,2024-09-10 13:25:00
WO127343-10,[106],19465.0,19495.0,"[[[19465.0,19495.0]]]",2024-09-10 12:25:00,2024-09-10 12:55:00
WO127344-10,[106],19435.0,19465.0,"[[[19435.0,19465.0]]]",2024-09-10 11:55:00,2024-09-10 12:25:00
WO127345-10,[106],19345.0,19375.0,"[[[19345.0,19375.0]]]",2024-09-10 10:25:00,2024-09-10 10:55:00
WO127346-10,[106],19405.0,19435.0,"[[[19405.0,19435.0]]]",2024-09-10 11:25:00,2024-09-10 11:55:00
WO127347-10,[106],19375.0,19405.0,"[[[19375.0,19405.0]]]",2024-09-10 10:55:00,2024-09-10 11:25:00
WO127356-10,[36],122790.0,123313.0,"[[[122790.0,123313.0]]]",2024-11-21 06:30:00,2024-11-21 15:13:00
WO127357-10,[36],109830.0,110353.0,"[[[109830.0,110353.0]]]",2024-11-12 06:30:00,2024-11-12 15:13:00
WO127358-10,[173],9375.0,9404.93,"[[[9375.0,9404.93]]]",2024-09-03 12:15:00,2024-09-03 12:44:55.8
WO127359-10,[270],9345.0,9465.0,"[[[9345.0,9465.0]]]",2024-09-03 11:45:00,2024-09-03 13:45:00
WO127382-10,[270],9465.0,9495.0,"[[[9465.0,9495.0]]]",2024-09-03 13:45:00,2024-09-03 14:15:00
WO127383-10,[270],9495.0,9555.0,"[[[9495.0,9555.0]]]",2024-09-03 14:15:00,2024-09-03 15:15:00
WO127384-10,[19],7942.0,8062.0,"[[[7942.0,8062.0]]]",2024-09-02 12:22:00,2024-09-02 14:22:00
WO127385-10,[101],23430.0,23460.0,"[[[23430.0,23460.0]]]",2024-09-13 06:30:00,2024-09-13 07:00:00
WO127410-10,[196],22328.0,22490.0,"[[[22328.0,22490.0]]]",2024-09-12 12:08:00,2024-09-12 14:50:00
WO127411-20,[271],3390.0,3545.51,"[[[3390.0,3545.51]]]",2024-08-30 08:30:00,2024-08-30 11:05:30.6
WO127416-20,[65],17910.0,18145.0,"[[[17910.0,18145.0]]]",2024-09-09 10:30:00,2024-09-09 14:25:00
WO127416-30,[79],20550.0,20698.0,"[[[20550.0,20698.0]]]",2024-09-11 06:30:00,2024-09-11 08:58:00
WO127427-10,[62],9090.0,9285.0,"[[[9090.0,9285.0]]]",2024-09-03 07:30:00,2024-09-03 10:45:00
WO127430-10,[270],10685.0,10805.0,"[[[10685.0,10805.0]]]",2024-09-04 10:05:00,2024-09-04 12:05:00
WO127431-10,[101],10605.0,10725.0,"[[[10605.0,10725.0]]]",2024-09-04 08:45:00,2024-09-04 10:45:00
WO127435-10,[173],10680.0,10814.57,"[[[10680.0,10814.57]]]",2024-09-04 10:00:00,2024-09-04 12:14:34.2
WO127436-10,[101],11970.0,12105.0,"[[[11970.0,12105.0]]]",2024-09-05 07:30:00,2024-09-05 09:45:00
WO127437-10,[173],9504.93,10554.93,"[[[9504.93,9555.0],[10470.0,10554.93]]]",2024-09-03 14:24:55.8,2024-09-04 07:54:55.8
WO127438-10,[244],12089.68,12224.68,"[[[12089.68,12224.68]]]",2024-09-05 09:29:40.8,2024-09-05 11:44:40.8
WO127439-10,[173],9464.93,9504.93,"[[[9464.93,9504.93]]]",2024-09-03 13:44:55.8,2024-09-03 14:24:55.8
WO127454-10,[173],9404.93,9464.93,"[[[9404.93,9464.93]]]",2024-09-03 12:44:55.8,2024-09-03 13:44:55.8
WO127455-10,[101],11910.0,11970.0,"[[[11910.0,11970.0]]]",2024-09-05 06:30:00,2024-09-05 07:30:00
WO127457-20,[93],3551.25,3581.25,"[[[3551.25,3581.25]]]",2024-08-30 11:11:15,2024-08-30 11:41:15
WO127457-30,[114],3950.0,4010.0,"[[[3950.0,4010.0]]]",2024-08-30 17:50:00,2024-08-30 18:50:00
WO127457-40,[114],4010.0,4070.0,"[[[4010.0,4070.0]]]",2024-08-30 18:50:00,2024-08-30 19:50:00
WO127458-10,[136],390.0,420.0,"[[[390.0,420.0]]]",2024-08-28 06:30:00,2024-08-28 07:00:00
WO127458-20,[93],10775.0,10895.0,"[[[10775.0,10895.0]]]",2024-09-04 11:35:00,2024-09-04 13:35:00
WO127458-30,[114],10905.0,10965.0,"[[[10905.0,10965.0]]]",2024-09-04 13:45:00,2024-09-04 14:45:00
WO127458-40,[114],10965.0,11025.0,"[[[10965.0,11025.0]]]",2024-09-04 14:45:00,2024-09-04 15:45:00
WO127477-10,[114],4250.0,4280.0,"[[[4250.0,4280.0]]]",2024-08-30 22:50:00,2024-08-30 23:20:00
WO127477-20,[19],262786.0,262986.0,"[[[262786.0,262986.0]]]",2025-02-26 11:46:00,2025-02-26 15:06:00
WO127477-30,[223],263910.0,264010.0,"[[[263910.0,264010.0]]]",2025-02-27 06:30:00,2025-02-27 08:10:00
WO127480-10,[101],12309.93,12369.93,"[[[12309.93,12369.93]]]",2024-09-05 13:09:55.8,2024-09-05 14:09:55.8
WO127481-10,[173],17670.0,17730.0,"[[[17670.0,17730.0]]]",2024-09-09 06:30:00,2024-09-09 07:30:00
WO127487-10,[136],420.0,2183.0,"[[[420.0,915.0],[1830.0,2183.0]]]",2024-08-28 07:00:00,2024-08-29 12:23:00
WO127487-20,[93],12070.0,12190.0,"[[[12070.0,12190.0]]]",2024-09-05 09:10:00,2024-09-05 11:10:00
WO127487-30,[114],12190.0,12250.0,"[[[12190.0,12250.0]]]",2024-09-05 11:10:00,2024-09-05 12:10:00
WO127487-40,[114],12250.0,12309.93,"[[[12250.0,12309.93]]]",2024-09-05 12:10:00,2024-09-05 13:09:55.8
WO127488-10,[103],627.79,657.79,"[[[627.79,657.79]]]",2024-08-28 10:27:47.4,2024-08-28 10:57:47.4
WO127488-20,[93],13521.0,13641.0,"[[[13521.0,13641.0]]]",2024-09-06 09:21:00,2024-09-06 11:21:00
WO127488-30,[114],13641.0,13701.0,"[[[13641.0,13701.0]]]",2024-09-06 11:21:00,2024-09-06 12:21:00
WO127488-40,[114],13701.0,13761.0,"[[[13701.0,13761.0]]]",2024-09-06 12:21:00,2024-09-06 13:21:00
WO127504-10,[243],40710.0,61130.0,"[[[40710.0,41355.0],[42150.0,42795.0],[43590.0,44235.0],[45030.0,45675.0],[47910.0,48555.0],[49350.0,49995.0],[50790.0,51435.0],[52230.0,52875.0],[53670.0,54315.0],[55110.0,55755.0],[57990.0,58635.0],[59430.0,60075.0],[60870.0,61130.0]]]",2024-09-25 06:30:00,2024-10-09 10:50:00
WO127504-20,[93],61130.0,61330.0,"[[[61130.0,61330.0]]]",2024-10-09 10:50:00,2024-10-09 14:10:00
WO127511-10,[268],20550.0,32530.0,"[[[20550.0,21075.0],[21990.0,22515.0],[23430.0,23745.0],[27750.0,28275.0],[29190.0,29715.0],[30630.0,31155.0],[32070.0,32530.0]]]",2024-09-11 06:30:00,2024-09-19 14:10:00
WO127512-10,[196],23430.0,28227.0,"[[[23430.0,23745.0],[27750.0,28227.0]]]",2024-09-13 06:30:00,2024-09-16 14:27:00
WO127513-10,[38],23430.0,31134.0,"[[[23430.0,23745.0],[27750.0,28275.0],[29190.0,29715.0],[30630.0,31134.0]]]",2024-09-13 06:30:00,2024-09-18 14:54:00
WO127519-10,[161],19740.0,20196.0,"[[[19740.0,20196.0]]]",2024-09-10 17:00:00,2024-09-11 00:36:00
WO127525-10,[106],19210.0,19240.0,"[[[19210.0,19240.0]]]",2024-09-10 08:10:00,2024-09-10 08:40:00
WO127526-10,[106],19240.0,19285.0,"[[[19240.0,19285.0]]]",2024-09-10 08:40:00,2024-09-10 09:25:00
WO127528-10,[106],19285.0,19315.0,"[[[19285.0,19315.0]]]",2024-09-10 09:25:00,2024-09-10 09:55:00
WO127536-10,[106],19315.0,19345.0,"[[[19315.0,19345.0]]]",2024-09-10 09:55:00,2024-09-10 10:25:00
WO127539-10,[36],93990.0,108460.0,"[[[93990.0,94305.0],[98310.0,98835.0],[99750.0,100275.0],[101190.0,101715.0],[102630.0,103155.0],[104070.0,104385.0],[108390.0,108460.0]]]",2024-11-01 06:30:00,2024-11-11 07:40:00
WO127540-10,[270],9315.0,9345.0,"[[[9315.0,9345.0]]]",2024-09-03 11:15:00,2024-09-03 11:45:00
WO127541-10,[173],32310.0,32340.0,"[[[32310.0,32340.0]]]",2024-09-19 10:30:00,2024-09-19 11:00:00
WO127542-10,[101],10896.0,10926.0,"[[[10896.0,10926.0]]]",2024-09-04 13:36:00,2024-09-04 14:06:00
WO127544-10,[150],32070.0,32310.0,"[[[32070.0,32310.0]]]",2024-09-19 06:30:00,2024-09-19 10:30:00
WO127545-20,[65],10845.0,10896.0,"[[[10845.0,10896.0]]]",2024-09-04 12:45:00,2024-09-04 13:36:00
WO127546-10,[243],942.0,1945.0,"[[[942.0,1035.0],[1830.0,1945.0]]]",2024-08-28 15:42:00,2024-08-29 08:25:00
WO127551-20,[187],29550.0,29714.0,"[[[29550.0,29714.0]]]",2024-09-17 12:30:00,2024-09-17 15:14:00
WO127551-30,[79],31025.0,31081.0,"[[[31025.0,31081.0]]]",2024-09-18 13:05:00,2024-09-18 14:01:00
WO127552-20,[68],19401.0,20696.0,"[[[19401.0,19635.0],[20550.0,20696.0]]]",2024-09-10 11:21:00,2024-09-11 08:56:00
WO127556-10,"[201,42,268,151,190]",40710.0,42564.4,"[[[40710.0,41355.0],[42150.0,42564.4]],[[40710.0,41235.0],[42150.0,42564.4]],[[40710.0,41235.0],[42150.0,42564.4]],[[40710.0,41235.0],[42150.0,42564.4]],[[40710.0,41355.0],[42150.0,42564.4]]]",2024-09-25 06:30:00,2024-09-26 13:24:24
WO127556-30,[190],390.0,10800.0,"[[[390.0,1035.0],[1830.0,2475.0],[3270.0,3915.0],[4710.0,5355.0],[7590.0,8235.0],[9030.0,9675.0],[10470.0,10800.0]]]",2024-08-28 06:30:00,2024-09-04 12:00:00
